date, G Fund, F Fund, C Fund, S Fund, I Fund
6/3/11,13.6556,14.691,15.8501,22.3852,20.9861
6/2/11,13.6547,14.6714,16.0055,22.6893,20.9445
6/1/11,13.6538,14.7155,16.024,22.6945,20.9895
5/31/11,13.6527,14.6649,16.396,23.3175,21.3122
5/27/11,13.6483,14.6481,16.224,23.0558,21.0095
5/26/11,13.6473,14.6532,16.155,22.8922,20.7159
5/25/11,13.6462,14.6095,16.0872,22.6635,20.5683
5/24/11,13.6451,14.6127,16.0351,22.4413,20.5214
5/23/11,13.644,14.6069,16.0483,22.4979,20.4216
5/20/11,13.6408,14.5967,16.2415,22.8727,20.9087
5/19/11,13.6397,14.5856,16.3677,23.0163,21.0372
5/18/11,13.6386,14.5835,16.3307,22.9752,20.9666
5/17/11,13.6376,14.6159,16.1852,22.6266,20.7656
5/16/11,13.6365,14.5954,16.1871,22.7246,21.0058
5/13/11,13.6332,14.5666,16.2872,22.9979,20.9399
5/12/11,13.6322,14.5434,16.4193,23.279,21.1484
5/11/11,13.6311,14.5665,16.3373,23.147,21.2665
5/10/11,13.63,14.5412,16.5118,23.4688,21.4454
5/9/11,13.629,14.5724,16.3793,23.1797,21.344
5/6/11,13.6257,14.5584,16.3048,22.9552,21.3366
5/5/11,13.6246,14.5506,16.2414,22.8586,21.2475
5/4/11,13.6236,14.5175,16.3889,22.9398,21.6409
5/3/11,13.6225,14.5016,16.4991,23.1855,21.9545
5/2/11,13.6214,14.483,16.5551,23.4527,22.1057
4/29/11,13.6192,14.4751,16.5841,23.6175,21.9484
4/28/11,13.6169,14.4597,16.5459,23.5252,21.8792
4/27/11,13.6158,14.4218,16.4861,23.461,21.7507
4/26/11,13.6146,14.4436,16.3808,23.3091,21.4651
4/25/11,13.6135,14.4133,16.2351,23.0911,21.358
4/21/11,13.609,14.3848,16.2608,23.1123,21.4158
4/20/11,13.6079,14.386,16.1755,22.9399,21.1752
4/19/11,13.6068,14.4061,15.9592,22.5392,20.6268
4/18/11,13.6056,14.396,15.8678,22.4535,20.5384
4/15/11,13.6022,14.3685,16.0447,22.7904,20.9584
4/14/11,13.6011,14.3146,15.9817,22.6037,20.9972
4/13/11,13.6,14.3255,15.9801,22.557,21.0642
4/12/11,13.5989,14.3018,15.9754,22.4888,20.9142
4/11/11,13.5977,14.2566,16.1005,22.7519,21.1847
4/8/11,13.5944,14.2506,16.1454,22.9192,21.1794
4/7/11,13.5932,14.2547,16.2102,23.0965,20.896
4/6/11,13.5921,14.2503,16.2342,23.2156,20.9624
4/5/11,13.591,14.2756,16.1923,23.2133,20.8324
4/4/11,13.5899,14.3087,16.1952,23.1292,20.9137
4/1/11,13.5865,14.2922,16.1875,23.0797,20.9117
3/31/11,13.5854,14.2928,16.1072,22.9421,20.6994
3/30/11,13.5842,14.2882,16.1368,22.8694,20.6997
3/29/11,13.5831,14.262,16.028,22.5988,20.4783
3/28/11,13.582,14.2869,15.9121,22.3923,20.5225
3/25/11,13.5786,14.2868,15.9561,22.4782,20.4623
3/24/11,13.5775,14.3114,15.9058,22.3134,20.5877
3/23/11,13.5764,14.3321,15.7587,22.1088,20.3747
3/22/11,13.5752,14.3352,15.7127,22.0721,20.4182
3/21/11,13.5741,14.3464,15.7668,22.1889,20.4141
3/18/11,13.5707,14.3715,15.5338,21.7569,19.8936
3/17/11,13.5696,14.3769,15.4672,21.5922,19.7416
3/16/11,13.5685,14.403,15.2625,21.468,19.1866
3/15/11,13.5674,14.3491,15.5653,21.7168,19.5573
3/14/11,13.5663,14.3493,15.7415,21.8951,20.0963
3/11/11,13.5629,14.3169,15.837,22.0229,20.439
3/10/11,13.5618,14.3191,15.7207,21.8967,20.5419
3/9/11,13.5607,14.2746,16.0228,22.391,20.9524
3/8/11,13.5595,14.23,16.0424,22.4684,20.9426
3/7/11,13.5584,14.2569,15.8977,22.2008,20.9377
3/4/11,13.555,14.2553,16.0309,22.4983,21.1507
3/3/11,13.5539,14.1975,16.1499,22.6283,21.2333
3/2/11,13.5528,14.2601,15.8759,22.1754,21.0241
3/1/11,13.5517,14.2917,15.8476,22.0695,20.9925
2/28/11,13.5506,14.2843,16.1012,22.4789,21.1726
2/25/11,13.5474,14.2625,16.0113,22.4318,20.9592
2/24/11,13.5463,14.2492,15.8399,21.9642,20.7575
2/23/11,13.5453,14.2239,15.852,21.9061,20.8306
2/22/11,13.5442,14.2321,15.9488,22.2208,20.7886
2/18/11,13.5399,14.1644,16.2828,22.8139,21.2762
2/17/11,13.5388,14.1717,16.2513,22.8194,21.2132
2/16/11,13.5378,14.1364,16.2001,22.6947,21.1577
2/15/11,13.5367,14.1412,16.0967,22.497,20.952
2/14/11,13.5357,14.1315,16.1468,22.6369,20.8936
2/11/11,13.5324,14.1048,16.1053,22.5195,20.8469
2/10/11,13.5314,14.0661,16.0148,22.2882,20.8683
2/9/11,13.5303,14.1078,16.0015,22.1899,21.0498
2/8/11,13.5293,14.065,16.0443,22.2862,21.1193
2/7/11,13.5282,14.1143,15.9725,22.1691,20.9454
2/4/11,13.525,14.103,15.8732,21.9685,20.8259
2/3/11,13.5239,14.1578,15.8274,21.9113,20.8196
2/2/11,13.5229,14.1871,15.788,21.8436,20.9882
2/1/11,13.5218,14.2157,15.8282,21.8999,20.9579
1/31/11,13.5208,14.2478,15.5685,21.5058,20.4912
1/28/11,13.5175,14.2706,15.4501,21.3376,20.3449
1/27/11,13.5165,14.2447,15.7305,21.8058,20.7227
1/26/11,13.5154,14.2136,15.6946,21.7161,20.6648
1/25/11,13.5144,14.2701,15.628,21.4307,20.5466
1/24/11,13.5133,14.223,15.6236,21.4159,20.5775
1/21/11,13.5101,14.2144,15.5328,21.2238,20.3903
1/20/11,13.509,14.1885,15.4951,21.3022,20.1915
1/19/11,13.5079,14.255,15.5152,21.5076,20.591
1/18/11,13.5069,14.2353,15.6718,21.9719,20.5836
1/14/11,13.5026,14.2492,15.6498,21.9,20.3872
1/13/11,13.5015,14.2636,15.5347,21.7455,20.4275
1/12/11,13.5005,14.2281,15.5612,21.7675,20.2821
1/11/11,13.4994,14.2313,15.4207,21.6026,19.7922
1/10/11,13.4983,14.2465,15.3635,21.511,19.6877
1/7/11,13.4951,14.233,15.3847,21.4196,19.8429
1/6/11,13.494,14.1755,15.4131,21.4731,19.8921
1/5/11,13.493,14.1409,15.44,21.5228,19.9859
1/4/11,13.4919,14.2201,15.3611,21.3366,20.1347
1/3/11,13.4909,14.2178,15.381,21.5623,20.0281
12/31/10,13.4882,14.2295,15.2084,21.2445,20.0089
12/30/10,13.4873,14.1818,15.2115,21.3462,19.903
12/29/10,13.4864,14.195,15.234,21.3408,19.9552
12/28/10,13.4856,14.0996,15.2159,21.269,19.8714
12/27/10,13.4847,14.1717,15.204,21.3167,19.8144
12/23/10,13.4811,14.1478,15.1948,21.2683,19.8522
12/22/10,13.4802,14.1742,15.2186,21.311,19.8334
12/21/10,13.4794,14.1831,15.1652,21.2715,19.828
12/20/10,13.4785,14.1662,15.072,21.0722,19.5977
12/17/10,13.4758,14.1748,15.0334,21.0033,19.5591
12/16/10,13.4749,14.0777,15.0208,20.926,19.7592
12/15/10,13.4741,14.0591,14.9281,20.7176,19.605
12/14/10,13.4732,14.0952,15.0046,20.8293,19.9283
12/13/10,13.4723,14.1857,14.9908,20.8493,19.8581
12/10/10,13.4696,14.1631,14.9877,20.9252,19.579
12/9/10,13.4688,14.1922,14.8981,20.7281,19.5373
12/8/10,13.4679,14.1805,14.8399,20.6455,19.5633
12/7/10,13.467,14.219,14.7814,20.6737,19.4919
12/6/10,13.4661,14.338,14.7736,20.6369,19.437
12/3/10,13.4635,14.2842,14.7922,20.5737,19.5075
12/2/10,13.4626,14.2726,14.7533,20.4256,19.3647
12/1/10,13.4617,14.288,14.5662,20.1925,19.0064
11/30/10,13.4609,14.3811,14.256,19.7851,18.5064
11/29/10,13.4601,14.3754,14.3423,19.9135,18.6328
11/26/10,13.4578,14.3549,14.3578,19.9449,18.9231
11/24/10,13.4562,14.3302,14.4627,20.0443,19.1451
11/23/10,13.4554,14.4144,14.2492,19.6295,18.9478
11/22/10,13.4546,14.3928,14.4554,19.8564,19.4973
11/19/10,13.4523,14.355,14.4773,19.7668,19.6018
11/18/10,13.4515,14.3427,14.44,19.6568,19.6275
11/17/10,13.4507,14.3528,14.2214,19.3426,19.3041
11/16/10,13.4499,14.3502,14.2158,19.2604,19.1364
11/15/10,13.4492,14.3203,14.4461,19.6249,19.6441
11/12/10,13.4468,14.3911,14.4627,19.6089,19.6567
11/10/10,13.4452,14.4473,14.697,19.9802,19.9389
11/9/10,13.4444,14.4381,14.6303,19.786,19.8775
11/8/10,13.4437,14.4957,14.7442,20.0228,20.0377
11/5/10,13.4413,14.5055,14.7735,20.0093,20.1195
11/4/10,13.4405,14.5403,14.715,19.9166,20.2713
11/3/10,13.4397,14.4822,14.4344,19.4943,19.7832
11/2/10,13.439,14.4933,14.3789,19.4441,19.6584
11/1/10,13.4382,14.465,14.2682,19.172,19.4579
10/29/10,13.4374,14.4629,14.2545,19.2097,19.4476
10/28/10,13.435,14.4328,14.2607,19.1252,19.4503
10/27/10,13.4343,14.4056,14.2435,19.1672,19.2309
10/26/10,13.4335,14.4348,14.2801,19.1931,19.4818
10/25/10,13.4327,14.4726,14.2799,19.1953,19.6895
10/22/10,13.4303,14.4669,14.2492,19.085,19.5301
10/21/10,13.4296,14.4741,14.2152,18.9476,19.5144
10/20/10,13.4288,14.4959,14.1894,19,19.5659
10/19/10,13.428,14.4869,14.0396,18.7606,19.2518
10/18/10,13.4272,14.4689,14.2658,19.1336,19.6309
10/15/10,13.4249,14.4242,14.1634,19.0143,19.6196
10/14/10,13.4241,14.4646,14.1349,19.0053,19.7384
10/13/10,13.4233,14.5005,14.1863,19.0745,19.5132
10/12/10,13.4225,14.4941,14.0844,18.8618,19.3334
10/8/10,13.4194,14.5038,14.0288,18.7604,19.3672
10/7/10,13.4186,14.4943,13.9436,18.5518,19.386
10/6/10,13.4178,14.4846,13.9664,18.5665,19.2995
10/5/10,13.417,14.4413,13.9686,18.6876,19.0744
10/4/10,13.4163,14.4363,13.6836,18.2551,18.7056
10/1/10,13.4139,14.4118,13.7933,18.4578,18.8485
9/30/10,13.4131,14.411,13.7324,18.3867,18.7672
9/29/10,13.4124,14.4085,13.7748,18.3973,18.8825
9/28/10,13.4116,14.4299,13.8088,18.3641,18.8607
9/27/10,13.4108,14.4045,13.7399,18.2029,18.8104
9/24/10,13.4085,14.353,13.818,18.2577,18.7782
9/23/10,13.4077,14.3807,13.5313,17.7583,18.3908
9/22/10,13.4069,14.3873,13.6449,17.9063,18.6151
9/21/10,13.4061,14.3757,13.7093,18.0724,18.5915
9/20/10,13.4054,14.3188,13.7443,18.1802,18.49
9/17/10,13.403,14.2981,13.538,17.8081,18.2698
9/16/10,13.4022,14.2955,13.527,17.7473,18.3108
9/15/10,13.4015,14.3163,13.5297,17.8179,18.3812
9/14/10,13.4007,14.3423,13.4816,17.7446,18.4036
9/13/10,13.3999,14.3055,13.4912,17.7749,18.2785
9/10/10,13.3976,14.2643,13.3381,17.4313,17.9797
9/9/10,13.3968,14.2769,13.2732,17.3817,17.9996
9/8/10,13.396,14.3345,13.2095,17.358,17.8191
9/7/10,13.3953,14.3495,13.122,17.2356,17.7696
9/3/10,13.3921,14.3039,13.2734,17.5383,17.9153
9/2/10,13.3914,14.3285,13.0999,17.2807,17.6502
9/1/10,13.3906,14.3427,12.9813,17.0645,17.5741
8/31/10,13.3897,14.3865,12.6074,16.4952,17.0906
8/30/10,13.3888,14.3591,12.6019,16.4809,17.0166
8/27/10,13.386,14.3081,12.7877,16.8039,17.1147
8/26/10,13.3851,14.3837,12.5757,16.4009,16.9363
8/25/10,13.3841,14.3588,12.6728,16.5291,16.8707
8/24/10,13.3832,14.3729,12.6298,16.3545,16.9203
8/23/10,13.3823,14.3342,12.8155,16.5985,17.2035
8/20/10,13.3795,14.3235,12.8673,16.7755,17.1438
8/19/10,13.3786,14.3463,12.9144,16.7893,17.3842
8/18/10,13.3777,14.3115,13.1364,17.1411,17.6093
8/17/10,13.3767,14.3128,13.1154,17.087,17.6148
8/16/10,13.3758,14.3435,12.9538,16.8003,17.4608
8/13/10,13.373,14.2876,12.9515,16.7229,17.3632
8/12/10,13.3721,14.2628,13.0033,16.85,17.389
8/11/10,13.3712,14.2861,13.0718,16.9217,17.3979
8/10/10,13.3703,14.2558,13.4444,17.5446,18.1712
8/9/10,13.3693,14.2426,13.5247,17.8299,18.3141
8/6/10,13.3666,14.2451,13.4507,17.6548,18.2289
8/5/10,13.3656,14.2112,13.4992,17.7183,18.1674
8/4/10,13.3647,14.1955,13.5157,17.8427,18.1215
8/3/10,13.3638,14.2153,13.4299,17.6529,18.2672
8/2/10,13.3629,14.1797,13.4944,17.8051,18.1526
7/30/10,13.3609,14.2053,13.2035,17.4727,17.6449
7/29/10,13.359,14.1591,13.2027,17.4288,17.773
7/28/10,13.358,14.1524,13.2557,17.477,17.7361
7/27/10,13.3571,14.1261,13.3474,17.7127,17.6444
7/26/10,13.3561,14.1386,13.3612,17.8362,17.6722
7/23/10,13.3532,14.1292,13.2133,17.4998,17.5305
7/22/10,13.3522,14.15,13.1053,17.1905,17.2858
7/21/10,13.3512,14.1618,12.8164,16.6696,16.8371
7/20/10,13.3503,14.1324,12.9812,16.9379,17.0697
7/19/10,13.3493,14.1163,12.8341,16.6592,17.0054
7/16/10,13.3464,14.1283,12.7579,16.573,16.9286
7/15/10,13.3454,14.1077,13.1358,17.1543,17.4351
7/14/10,13.3445,14.0708,13.1203,17.2317,17.3552
7/13/10,13.3435,14.0295,13.122,17.2694,17.2008
7/12/10,13.3425,14.0518,12.9225,16.8117,16.9142
7/9/10,13.3396,14.0403,12.9124,16.9516,16.9197
7/8/10,13.3387,14.0506,12.8203,16.7426,16.9798
7/7/10,13.3377,14.0601,12.7005,16.5461,16.8297
7/6/10,13.3367,14.0775,12.3087,15.9697,16.4072
7/2/10,13.3328,14.0427,12.2429,16.0921,16.1077
7/1/10,13.3319,14.0625,12.3,16.2233,16.0829
6/30/10,13.3308,14.0548,12.339,16.3298,15.9275
6/29/10,13.3298,14.0538,12.4635,16.4723,16.0199
6/28/10,13.3287,14.0337,12.8621,17.1251,16.5668
6/25/10,13.3255,13.9908,12.8859,17.2002,16.6649
6/24/10,13.3245,13.9793,12.849,16.9576,16.5941
6/23/10,13.3234,13.992,13.0684,17.2518,16.7917
6/22/10,13.3224,13.9703,13.1072,17.2829,16.8204
6/21/10,13.3213,13.9331,13.3196,17.6625,17.0057
6/18/10,13.3181,13.9264,13.3707,17.8066,16.9551
6/17/10,13.3171,13.9361,13.3533,17.8051,16.9024
6/16/10,13.316,13.884,13.3344,17.8312,16.8644
6/15/10,13.315,13.8667,13.3414,17.9039,16.9437
6/14/10,13.3139,13.8793,13.0353,17.4662,16.5035
6/11/10,13.3107,13.8978,13.0583,17.3873,16.3606
6/10/10,13.3097,13.8394,12.9967,17.1652,16.3444
6/9/10,13.3086,13.9094,12.6245,16.6115,15.7066
6/8/10,13.3076,13.9173,12.6989,16.5876,15.7434
6/7/10,13.3065,13.9103,12.5593,16.5597,15.5546
6/4/10,13.3033,13.9084,12.7312,16.9445,15.7686
6/3/10,13.3023,13.8185,13.1844,17.7237,16.4111
6/2/10,13.3012,13.8281,13.1304,17.5538,16.369
6/1/10,13.3002,13.8468,12.7977,17.0436,16.0481
5/28/10,13.299,13.8385,13.0207,17.5407,16.2114
5/27/10,13.2942,13.8103,13.1834,17.7446,16.451
5/26/10,13.293,13.8641,12.7591,17.0298,15.6852
5/25/10,13.2918,13.8904,12.8296,16.9601,15.8083
5/24/10,13.2906,13.8767,12.825,16.9714,15.9695
5/21/10,13.2871,13.9018,12.9924,17.1645,16.2311
5/20/10,13.2859,13.8853,12.8002,16.8942,15.9737
5/19/10,13.2847,13.8478,13.3176,17.7245,16.453
5/18/10,13.2835,13.8537,13.3852,17.9257,16.4577
5/17/10,13.2823,13.8139,13.5756,18.2327,16.751
5/14/10,13.2787,13.8237,13.5582,18.2152,16.749
5/13/10,13.2775,13.7616,13.8176,18.6414,17.2519
5/12/10,13.2763,13.7478,13.9866,18.7969,17.3753
5/11/10,13.2752,13.7492,13.7923,18.3195,17.2289
5/10/10,13.274,13.7518,13.8366,18.2452,17.4703
5/7/10,13.2704,13.7815,13.2538,17.3319,16.5381
5/6/10,13.2692,13.8304,13.4592,17.7935,16.7818
5/5/10,13.268,13.7667,13.9075,18.4563,17.3414
5/4/10,13.2669,13.7387,13.995,18.7259,17.6179
5/3/10,13.2657,13.6951,14.3367,19.3099,18.2487
4/30/10,13.2619,13.7214,14.1512,18.9648,18.2551
4/29/10,13.2607,13.6888,14.391,19.402,18.3286
4/28/10,13.2595,13.657,14.2059,19.043,18.1434
4/27/10,13.2583,13.6989,14.1122,18.9954,18.2329
4/26/10,13.257,13.64,14.4498,19.4817,18.8918
4/23/10,13.2533,13.6333,14.512,19.5443,18.8356
4/22/10,13.2521,13.6535,14.4093,19.3358,18.6247
4/21/10,13.2509,13.6741,14.3762,19.1314,18.9003
4/20/10,13.2497,13.6432,14.3911,19.0601,18.9695
4/19/10,13.2484,13.6415,14.2759,18.8061,18.8188
4/16/10,13.2447,13.6646,14.2116,18.8928,19.0519
4/15/10,13.2435,13.6201,14.4442,19.1501,19.3309
4/14/10,13.2423,13.6071,14.432,19.1389,19.2572
4/13/10,13.2411,13.6265,14.2725,18.8067,19.0683
4/12/10,13.2398,13.6084,14.2617,18.7626,19.1785
4/9/10,13.2361,13.568,14.2367,18.7174,19.0072
4/8/10,13.2349,13.5586,14.1421,18.5797,18.749
4/7/10,13.2337,13.5686,14.094,18.5735,18.8782
4/6/10,13.2325,13.5027,14.1711,18.6592,18.9043
4/5/10,13.2312,13.4839,14.1472,18.5704,18.9139
4/1/10,13.2263,13.5574,14.0354,18.2498,18.9196
3/31/10,13.2252,13.5767,13.9317,18.0922,18.6945
3/30/10,13.224,13.5595,13.9773,18.1864,18.663
3/29/10,13.2229,13.5662,13.9751,18.1694,18.6524
3/26/10,13.2194,13.5625,13.8939,18.0415,18.5204
3/25/10,13.2183,13.5368,13.8835,18.0477,18.3305
3/24/10,13.2171,13.5683,13.907,18.1859,18.3761
3/23/10,13.216,13.637,13.9835,18.3186,18.5919
3/22/10,13.2148,13.6357,13.8824,18.142,18.4998
3/19/10,13.2114,13.6201,13.8116,17.9282,18.5079
3/18/10,13.2102,13.6263,13.8822,18.1185,18.5861
3/17/10,13.2091,13.6399,13.8863,18.2024,18.7514
3/16/10,13.2079,13.6308,13.8058,18.0739,18.6668
3/15/10,13.2068,13.6034,13.699,17.9053,18.3571
3/12/10,13.2033,13.5947,13.6927,17.9723,18.5302
3/11/10,13.2022,13.5899,13.6954,17.949,18.4015
3/10/10,13.201,13.5862,13.6357,17.8891,18.3892
3/9/10,13.1999,13.5913,13.5725,17.7468,18.2774
3/8/10,13.1987,13.5766,13.5485,17.6983,18.3228
3/5/10,13.1953,13.5781,13.5484,17.6639,18.2951
3/4/10,13.1942,13.6111,13.361,17.3644,17.9741
3/3/10,13.193,13.6028,13.3108,17.323,18.0858
3/2/10,13.1919,13.6002,13.3031,17.3054,17.8268
3/1/10,13.1907,13.5897,13.2721,17.1688,17.7218
2/26/10,13.1896,13.5919,13.1384,16.8475,17.5899
2/25/10,13.1862,13.5596,13.1195,16.8434,17.4162
2/24/10,13.185,13.535,13.1436,16.8204,17.5861
2/23/10,13.1839,13.5381,13.0148,16.6859,17.4501
2/22/10,13.1828,13.487,13.1739,16.9115,17.7113
2/19/10,13.1794,13.4762,13.1871,16.9066,17.6368
2/18/10,13.1782,13.4714,13.1567,16.8356,17.6861
2/17/10,13.1771,13.4958,13.0697,16.7356,17.6515
2/16/10,13.176,13.5318,13.0114,16.6271,17.6138
2/12/10,13.1714,13.5121,12.7795,16.3518,17.2076
2/11/10,13.1703,13.4906,12.8116,16.223,17.3579
2/10/10,13.1692,13.503,12.6869,15.9513,17.1977
2/9/10,13.1681,13.5351,12.712,15.9528,17.2824
2/8/10,13.1669,13.5589,12.5484,15.7432,16.9555
2/5/10,13.1635,13.5807,12.6559,15.854,17.0327
2/4/10,13.1624,13.552,12.6197,15.7997,17.2864
2/3/10,13.1613,13.5096,13.0248,16.3563,17.9244
2/2/10,13.1602,13.5346,13.0918,16.4604,18.1247
2/1/10,13.1591,13.5194,12.924,16.2907,17.8712
1/29/10,13.1578,13.5399,12.7423,16.0615,17.5787
1/28/10,13.154,13.5078,12.8685,16.2295,17.7963
1/27/10,13.1527,13.5115,13.0214,16.4246,17.9697
1/26/10,13.1515,13.5154,12.9574,16.3049,18.1558
1/25/10,13.1502,13.5162,13.012,16.4107,18.258
1/22/10,13.1464,13.5315,12.9525,16.3856,18.0979
1/21/10,13.1451,13.5344,13.2451,16.7235,18.4843
1/20/10,13.1439,13.5051,13.5006,16.9303,18.6913
1/19/10,13.1426,13.4826,13.6432,17.0686,19.2067
1/15/10,13.1375,13.4971,13.4749,16.8272,19.0757
1/14/10,13.1363,13.4688,13.6219,17.0413,19.2576
1/13/10,13.135,13.4342,13.5885,17.0006,19.0943
1/12/10,13.1337,13.464,13.4753,16.8078,19.0555
1/11/10,13.1325,13.4109,13.6027,17.0409,19.2349
1/8/10,13.1287,13.4039,13.5791,17.0415,19.1204
1/7/10,13.1274,13.3912,13.5401,16.9627,18.8621
1/6/10,13.1262,13.3989,13.4854,16.8712,18.9418
1/5/10,13.1249,13.4095,13.4722,16.8252,18.951
1/4/10,13.1237,13.3511,13.4303,16.7819,18.8929
12/31/09,13.1195,13.3347,13.2177,16.4609,18.5372
12/30/09,13.1185,13.3583,13.3518,16.6334,18.5516
12/29/09,13.1174,13.3391,13.3479,16.6443,18.6664
12/28/09,13.1164,13.3206,13.3643,16.6732,18.5778
12/24/09,13.1122,13.3375,13.346,16.6967,18.4617
12/23/09,13.1112,13.3715,13.2762,16.609,18.3808
12/22/09,13.1102,13.3745,13.243,16.4742,18.2151
12/21/09,13.1091,13.4043,13.1941,16.3419,18.1719
12/18/09,13.106,13.4648,13.0578,16.1782,18.1298
12/17/09,13.105,13.4901,12.9823,16.0387,18.1575
12/16/09,13.1039,13.4298,13.1367,16.2081,18.578
12/15/09,13.1029,13.4207,13.1217,16.1,18.3543
12/14/09,13.1019,13.4463,13.1949,16.1353,18.4909
12/11/09,13.0987,13.4485,13.1034,15.8954,18.3215
12/10/09,13.0977,13.4643,13.053,15.7823,18.3234
12/9/09,13.0967,13.4847,12.976,15.7562,18.283
12/8/09,13.0956,13.4952,12.927,15.7425,18.3315
12/7/09,13.0946,13.4615,13.0595,15.8679,18.6847
12/4/09,13.0915,13.4295,13.0914,15.8664,18.7554
12/3/09,13.0905,13.4742,13.0193,15.6271,18.7629
12/2/09,13.0894,13.4963,13.1292,15.796,18.8066
12/1/09,13.0884,13.5146,13.1231,15.6748,18.7561
11/30/09,13.0873,13.5451,12.9659,15.4454,18.275
11/27/09,13.0839,13.5355,12.9156,15.4006,18.1971
11/25/09,13.0816,13.4998,13.1389,15.7305,18.804
11/24/09,13.0805,13.4907,13.0782,15.6639,18.4718
11/23/09,13.0794,13.4619,13.0844,15.7064,18.6321
11/20/09,13.076,13.4554,12.9082,15.5321,18.231
11/19/09,13.0749,13.4561,12.9476,15.5946,18.3713
11/18/09,13.0738,13.4479,13.1235,15.8971,18.7311
11/17/09,13.0727,13.4643,13.1275,15.9536,18.7703
11/16/09,13.0716,13.4652,13.1139,15.9585,18.8754
11/13/09,13.0682,13.4137,12.9245,15.6337,18.59
11/12/09,13.0671,13.3965,12.851,15.5006,18.5006
11/10/09,13.0648,13.3704,12.9173,15.6419,18.534
11/9/09,13.0637,13.3616,12.9149,15.7061,18.6765
11/6/09,13.0603,13.3491,12.6306,15.3811,18.1586
11/5/09,13.0592,13.3298,12.5973,15.4009,18.1661
11/4/09,13.0581,13.3103,12.359,15.0186,17.9861
11/3/09,13.057,13.3333,12.3411,15.1144,17.6436
11/2/09,13.0559,13.361,12.3112,14.897,17.9044
10/30/09,13.0537,13.3719,12.2325,14.8721,17.7148
10/29/09,13.0515,13.3142,12.5856,15.306,18.232
10/28/09,13.0505,13.3546,12.3077,14.962,17.737
10/27/09,13.0494,13.3244,12.5514,15.4615,18.2538
10/26/09,13.0483,13.2769,12.5933,15.6323,18.271
10/23/09,13.0451,13.3052,12.7421,15.8374,18.629
10/22/09,13.044,13.3248,12.8991,16.1006,18.8605
10/21/09,13.0429,13.3207,12.7624,15.9194,18.7517
10/20/09,13.0418,13.351,12.8748,16.1009,18.824
10/19/09,13.0408,13.3175,12.9545,16.2713,18.8344
10/16/09,13.0375,13.3067,12.8341,16.1118,18.5419
10/15/09,13.0364,13.2856,12.9386,16.2882,18.7291
10/14/09,13.0354,13.3064,12.8856,16.2522,18.7579
10/13/09,13.0343,13.3458,12.6629,15.9584,18.3146
10/9/09,13.03,13.2963,12.6422,15.9912,18.2763
10/8/09,13.0289,13.3558,12.5711,15.8703,18.3213
10/7/09,13.0278,13.3846,12.4775,15.68,18.0004
10/6/09,13.0268,13.3398,12.4369,15.661,18.0108
10/5/09,13.0257,13.3475,12.2688,15.4356,17.658
10/2/09,13.0224,13.3403,12.089,15.1373,17.4952
10/1/09,13.0214,13.3555,12.1433,15.2524,17.6135
9/30/09,13.0202,13.3046,12.4641,15.7393,18.1526
9/29/09,13.0191,13.3104,12.5042,15.8438,18.0696
9/28/09,13.018,13.3103,12.5322,15.836,18.1145
9/25/09,13.0146,13.2935,12.311,15.5045,17.9476
9/24/09,13.0135,13.2792,12.3857,15.5925,18.0239
9/23/09,13.0124,13.2612,12.5037,15.8813,18.2793
9/22/09,13.0113,13.2347,12.6304,16.0945,18.387
9/21/09,13.0102,13.2186,12.5476,15.9443,18.1368
9/18/09,13.0068,13.2199,12.5898,15.9805,18.341
9/17/09,13.0057,13.2539,12.5574,15.9715,18.3371
9/16/09,13.0045,13.2118,12.5938,16.0433,18.4287
9/15/09,13.0034,13.2107,12.4025,15.7364,18.1083
9/14/09,13.0023,13.2236,12.3639,15.5795,17.9902
9/11/09,12.9989,13.2443,12.2859,15.4307,18.1249
9/10/09,12.9978,13.2369,12.2997,15.4215,18.0874
9/9/09,12.9967,13.1689,12.173,15.2251,17.8985
9/8/09,12.9956,13.1658,12.0786,15.0136,17.7464
9/4/09,12.9911,13.1612,11.9703,14.8283,17.3546
9/3/09,12.99,13.2033,11.8147,14.6272,17.0532
9/2/09,12.9889,13.2177,11.7142,14.4507,17.0636
9/1/09,12.9878,13.1778,11.7497,14.5138,17.0047
8/31/09,12.9866,13.1642,12.015,14.857,17.4896
8/28/09,12.9831,13.1299,12.1121,15.0473,17.585
8/27/09,12.9819,13.1169,12.1345,15.0551,17.5203
8/26/09,12.9808,13.1245,12.0996,15.0274,17.3771
8/25/09,12.9796,13.1117,12.0961,15.0309,17.4802
8/24/09,12.9784,13.0918,12.0676,14.9685,17.4267
8/21/09,12.9749,13.0525,12.0741,14.9964,17.325
8/20/09,12.9738,13.0979,11.8509,14.7149,16.941
8/19/09,12.9726,13.0775,11.7225,14.5613,16.8044
8/18/09,12.9715,13.0569,11.641,14.4644,16.6462
8/17/09,12.9703,13.0915,11.522,14.2513,16.4839
8/14/09,12.9668,13.0693,11.8064,14.6722,16.9881
8/13/09,12.9656,13.048,11.9077,14.8889,17.0675
8/12/09,12.9645,12.9965,11.8247,14.7674,16.8048
8/11/09,12.9633,13.0006,11.6863,14.5776,16.7042
8/10/09,12.9622,12.967,11.8327,14.806,16.7954
8/7/09,12.9587,12.9118,11.8714,14.8675,16.8289
8/6/09,12.9575,12.9566,11.7141,14.5472,16.9121
